name,latitude,longitude,ndwi
Witznau Schluchsee,47.68791,8.25159,-0.42311886
Zeltingen,49.951074,7.023166,-0.07545429
AGRAS,40.806,22.003,-0.4093296
Asomata ASOMATA - Asomata Hydroelectric Power Plant Greece,40.4744,22.2439,-0.12728608
Ilarionas ILARIONAS - Ilarionas Hydroelectric Power Plant Greece,40.0966,21.8039,-0.117273584
Kastraki KASTRAKI - Kastraki Hydroelectric Power Plant Greece,38.7415,21.3642,-0.14726326
Kremasta,38.890417,21.499583,0.29783082
LOUROS,39.251598,20.8648,-0.6472073
Ladonas LADONAS,37.75,21.8833333,-0.57871497
Mesochora Hydroelectric Power Plant Greece - Mesochora Hydroelectric Power Plant Greece,39.4644,21.3042,-0.21514341
Piges Aoos Hydroelectric Power Plant Greece,39.6871,20.8421,0.6137248
Plastiras PLASTIRAS - Plastira Hydroelectric Power Plant Greece,39.2361,21.7462,0.26321203
Platanovrysi PLATANOVRYSI - Platanovrisi Hydroelectric Power Plant Greece,41.3355,24.4621,0.049348254
Polyfyto POLYFYTO - Polyfyto  Hydroelectric Power Plant Greece,40.3305,22.1253,-0.5920038
Pournari,39.1845,21.0255,-0.25971377
Sfikia SFIKIA - Sfikia Hydroelectric Power Plant Greece,40.3856573,22.2113777,-0.49450958
Smokovo,39.1463,22.0629,0.41286558
Stratos,38.676,21.3233,-0.5489268
Thisavros φράγμα θησαυρού,41.267032,24.5008777,-0.36076903
HE Tiszalok,48.025136,21.307715,-0.019247632
Kesznyeten hernadviz hungary Kesznyeten (Hernadviz) Hydroelectric Power Plant Hungary - Kesznyeten (Hernadviz) Hydroelectric Power Plant Hungary,47.995972,21.033037,-0.5012705
Kiskore hungary Kiskore Hydroelectric Power Plant Hungary - Kiskore Hydroelectric Power Plant Hungary,47.493163,20.514556,0.12171465
Andakíl,64.5386,-21.695,-0.49679774
Blanda,65.4158,-19.8198,-0.45410737
Búrfell,64.1052,-19.8335,-0.22964358
Búðarháls,64.2355,-19.3707,0.017840197
Fljótsdalsvirkjun (Kárahnjúkar ),64.9471,-15.7931,0.039301228
Hrauneyjafoss,64.2009,-19.2406,-0.4126206
Lagarfoss,65.5069,-14.3656,-0.05896014
Laxárvirkjun 3,65.8182,-17.314,-0.33900005
Ljósafossvirkjun,64.0944,-21.0107,-0.32400978
Sigalda,64.1733,-19.1272,0.013345044
Steingrímsstöð,64.129,-21.0266,-0.47164932
Sultartangi,64.1672,-19.6212,-0.38392794
Vatnsfell,64.1966,-19.0341,0.15308174
Írafoss,64.0875,-21.0077,-0.13120234
Ardnacrucha production unit Ardnacrusha Unit 1 - Ardnacrusha Hydroelectric Power Plant Ireland,52.7056,-8.6128,-0.37793678
Erne Scheme,54.5,-8.19,-0.40796256
Lee Scheme,51.89,-8.61,-0.4169015
Liffey Scheme / Poulaphouca,53.1233,-6.5058,0.10388313
Turlough hill Turlough Hill Unit 1 - Turlough Hill (Tomaneena) Pumped Storage Hydroelectric Power Plant Ireland,53.0280556,-6.3930556,-0.52209705
 Valsoera - Telessio,45.487814,7.395236,0.08003743
Acceglio,44.474627,6.990918,-0.3534825
Acquoria,41.960922,12.798884,-0.20064837
Agordo,46.2855556,12.0375,-0.70859814
Agri,40.289012,16.139079,-0.37417254
Ala,45.758995,11.000182,-0.44348398
Alanno,42.295438,13.971105,-0.4240082
Albano,46.131588,9.280837,-0.5021614
Albi Magisano,39.01339,16.6279,-0.30244786
Anapo c.le UP_ANAPO_C.L_1 - Anapo Pumped Storage Power Plant Italy,37.115761,15.137157,-0.28429413
"Andonno c,",44.314628,7.482432,-0.35616317
Ardenno,46.164292,9.644944,-0.57380587
Arsie',45.983007,11.758295,-0.30307886
Ascoli porta romana,42.85527778,13.56527778,-0.5147774
Aventino,42.004033,14.156813,-0.41764408
Avise UP_AVISE_1,45.700913,7.193059,-0.38078877
Balsorano,41.80388889,13.55888889,-0.6042543
Barca cle,40.2333333,15.2333333,-0.5980458
Barcis,46.1597222,12.6594444,-0.53450847
Bardonecchia,45.07972222,6.71055556,-0.3142802
Bardonetto - Pont,45.40861111,7.48722222,-0.5493353
Bargi UP_BARGI_CEN_1,44.117039,11.04338,-0.16451024
Baschi,42.672832,12.21796,-0.47608677
Battiggio,45.98305556,8.12694444,-0.44159862
Bergkristall Stieber,46.827532,11.169127,-0.39263555
Boazzo,45.947196,10.62107,-0.33287853
Boffetto,46.15833333,9.93805556,-0.54561204
Bolognano,42.24638889,13.95388889,-0.48662314
Bordogna,45.95083333,9.71277778,-0.5073846
Braulio,46.51472222,10.40361111,-0.49220493
Bressanone,46.71503251,11.65597916,-0.43377072
Brossasco,44.56722222,7.3525,-0.5360598
Brunico,46.79343,11.983386,-0.46706855
Bussento,40.1304,15.511,-0.61667156
Bussolengo,45.47833333,10.8425,-0.33661556
Cadarese,46.262983,8.327813,-0.6406253
Caffaro,45.82078451,10.52706957,-0.4026868
Cairo Montenotte,44.3938,8.2787,-0.37182698
Calice,46.09518,8.28085,-0.591237
Calore,40.97333333,14.98361111,-0.62673265
Campliccioli,46.060376,8.114612,-0.29193842
Campo,46.221592,9.449839,-0.45113876
Campo moro,46.2695803,9.8720987,-0.3208594
Caneva,45.96861111,12.44138889,-0.55937314
Canterno,43.475754,12.628657,-0.45593446
Caoria,46.2,11.6833333,-0.7126541
Capriati UP_CAPRIATI_1,41.476824,14.128279,-0.502518
Cardano UP_CARDANO_1,46.494973,11.395485,-0.38920987
Carona,46.02139,9.78285,-0.32917172
Caroso Borzonasca,44.42463,9.395171,-0.6319373
Cassino,41.55333333,13.83944444,-0.460758
Castel giubileo,41.98833333,12.4975,0.11479537
Castel madama,41.973522,12.868485,-0.330211
Castelbello,46.628316,10.906664,-0.42551598
Casteldelf,44.58963,7.069818,-0.42490304
Castelletto,45.96972222,12.35138889,-0.47522587
Castrocucco,39.9896,15.8081,-0.38567865
Casuzze,38.07333333,13.36,-0.45477724
Cavilla,45.919705,11.730896,-0.42798847
Cencenighe,46.343118,11.973394,-0.47392133
Centrale Rusca,45.529214,9.533849,0.014565607
Centrale Santu Miali,39.5366292,8.9544651,-0.42287812
Centrale Uvini Monte Su Rei,39.599699,9.257067,-0.5104558
Centrale di Airole,43.869813,7.549187,-0.48756465
Centrale di Ampezzo,46.4277312,12.7834987,-0.71836555
Centrale di Aymavilles,45.710407,7.253837,-0.3709322
Centrale di Bard,45.604446,7.746439,-0.36542755
Centrale di Bevera,43.822105,7.579253,-0.33708876
Centrale di Canistro,41.9407659,13.4028744,-0.74976397
Centrale di Casteldoria,40.889793,8.893944,-0.5616905
Centrale di Contrasto Adrano,37.65189,14.805299,-0.3765937
Centrale di Covalou,45.7743331,7.5951308,-0.29045606
Centrale di Faubourg,45.716877,6.945111,-0.5700595
Centrale di Grosio,46.292,10.266,-0.31146243
Centrale di Isollaz,45.6892628,7.71111,-0.44351143
Centrale di Premadio - S. Giacomo,46.4862865,10.3492706,-0.5211792
Centrale di Prestone,46.392704,9.353384,-0.44803697
Centrale di Rezzalasco,46.348831,10.355053,-0.48641318
Centrale di San Bernardo,46.3420087,9.3687663,-0.62539876
Ceprano,41.54571751,13.51472855,-0.38050553
Ceresole - Rosone (Locana),45.435348,7.418466,-0.32590964
Champagne,45.701758,7.2079,-0.44722334
Chatillon,45.74472222,7.59305556,-0.40529943
Chavonne,45.6999,7.2193,-0.6283425
Chiavenna,46.307194,9.395236,-0.47877452
Chievo,45.45,10.9333333,-0.4088215
Chievolis,46.3111111,12.7891667,-0.5147242
Chiotas entracque,44.1775758,7.4165053,-0.32061622
Cimego UP_CIMEGO_1,45.923109,10.628414,-0.08933207
Cividate,45.942493,10.277462,-0.34951022
Cogolo,46.362907,10.672964,-0.24978572
Comunacqua,41.863023,13.250095,-0.4658
Comunanza,42.957348,13.412282,-0.38882858
Corenno,46.075987,9.304638,-0.43840143
Corfino,44.13195,10.410998,-0.45757803
Coscile,39.809603,16.163285,-0.3577959
Crego,46.24638889,8.33166667,-0.43559864
Creva,46.15,8.3,-0.5327042
Curon,46.808317,10.542652,-0.3818176
Darfo,45.893791,10.185661,-0.5243726
Dezzo di Scalve (derivazione Dezzo),45.983092,10.10006,-0.48485768
Dossi,46.0299,9.984,-0.23791516
Edison ARMISA (UP_ALTOADDA_1),46.176359,9.982129,-0.43790975
Edison Angelo Bertini Paderno,45.6647544,9.4833148,-0.6158528
Edison Belviso,46.160817,10.086202,-0.5138397
Edison Carlo Esterle Cornate D'Adda,45.6540043,9.4847369,-0.42749047
Edison Ganda,46.14055556,10.12361111,-0.52970976
Edison Publino (UP_ALTOADDA_1),46.150244,9.818459,-0.4685669
Edison Sonico,46.161206,10.352905,-0.49329028
Edison VEDELLO (UP_ALTOADDA_1),46.15944,9.929995,-0.6128131
Edison VENINA (UP_ALTOADDA_1),46.1608,9.9238,-0.47764635
Edison ZAPPELLO (UP_ALTOADDA_1),46.159346,9.930337,-0.62410164
Edolo UP_EDOLO_1 - Edolo Pumped Storage Hydroelectric Power Plant Italy,46.172153,10.344367,-0.44031376
Entracque rovina UP_ETQ_ROVINA_1 - Entracque Chiotas-Piastra Pumped Storage Power Plant Italy,44.22573,7.39012,0.137573
Fadalto UP_FADALTO_1,46.028439,12.300677,-0.4610038
Farfa,42.2181,12.6929,-0.6024709
Farigliano,44.509523,7.912195,-0.35207033
Farneta,44.3616,10.5816,-0.49048907
Fedio,44.315526,7.298728,-0.20624627
Fenestrelle,45.03594,7.049409,-0.34788615
Fondovalle,46.376886,8.425713,-0.3868422
Forno zoldo,46.34083333,12.20111111,-0.4767323
Fucine,45.239148,7.375412,-0.53706926
Furlo,43.683959,12.644054,-0.28599483
GALLETO,42.5427,12.7208,-0.45488217
Gallicano,44.057349,10.4452,-0.49041703
Gardona,46.597121,11.530879,-0.33997047
Gargnano UP_GARGNANO_1,45.703881,10.686097,-0.27475873
Gaudalami - Piana degli Albanesi,37.9937488,13.2882915,-0.32905158
Gerosa,42.957348,13.412282,-0.38882858
Goglio devero,46.260882,8.320213,-0.43978706
Gordona,46.292293,9.365335,-0.412764
Gravedona,46.146389,9.300937,-0.54387224
Gressoney,45.829667,7.82321,-0.46609536
Grigno,46.016007,11.636892,-0.36838976
Grosotto Boscaccia,46.283001,10.259756,-0.29895446
Hone,45.613561,7.738513,-0.38880646
Isola palanzano,44.437255,10.194488,-0.48695654
Isola serafini,45.089969,9.93657,-0.4522679
Isolato Madesimo,46.443199,9.335009,-0.2623809
Isolato spluga ISOLATO SPLUGA,46.443064,9.334613,-0.3440961
Istrago,46.110463,12.880402,-0.44998673
Lana UP_LANA_1,46.6073775,11.1613274,-0.17815983
Lanzada UP_LANZADA_1,46.268585,9.877013,-0.36788657
Lappago,46.890931,11.860181,-0.41952568
Lasa,46.616614,10.700159,-0.2804928
Lazzaro,43.69076,12.812658,-0.45802948
Le piane,44.142257,11.163814,-0.43315732
Levane,43.552147,11.588433,-0.3767027
Ligonchio ozola,44.316254,10.341393,-0.60655504
Lovero,46.23777778,10.21527778,-0.7368377
Malga ciapela,46.43392,11.976792,-0.43795946
Mallero,46.168995,9.869149,-0.19590703
Mandela,42.025524,12.996287,-0.41718233
Mantelera,45.929593,10.308663,-0.580426
Marlengo,46.65261772,11.14545822,-0.44008896
Masino,46.164292,9.644944,-0.57380587
Mazzunno ,45.91083333,10.12388889,-0.6058783
Maën Cignana,45.868104,7.6147242,-0.33974686
Maën Perreres,45.8717692,7.6067958,-0.56575876
Meduno,46.2180556,12.7980556,-0.49231982
Mese UP_MESE_1,46.304613,9.376503,-0.35132262
Molare,44.613917,8.606257,-0.60399973
Moline,46.058609,11.786595,-0.4393584
Monastero,46.171791,9.430139,-0.5535542
Montelungo,41.405919,13.985517,-0.58296853
Montjovet,45.707963,7.67411,-0.37074995
Montorio UP_MONTORIO_1,42.58555556,13.70888889,-0.5869485
Morasco,46.376886,8.425713,-0.3868422
Morino,41.87305556,13.45583333,-0.58479774
Mucone,39.4716,16.4056,-0.6578797
Muschioso,44.295555,10.570198,-0.5720605
Muzzone Coghinas ,40.719766,9.101024,-0.3471517
Naturno UP_CNTRLNTRNO_11,46.651148,10.993403,-0.39914894
Nazzano,42.20055556,12.61138889,-0.23769024
Nembia,46.076602,10.908474,-0.31715584
Nove,45.9766667,12.3033333,-0.41200116
Nus,45.7395178,7.4459142,-0.33381423
Orichella Timpagrande Calusia UP_ORTICA_1,39.17553,16.780345,-0.48119316
Orte,42.517131,12.523069,-0.48481473
Ozieri Monte Lerno,40.585962,9.001224,-0.29145178
Paisco,46.030996,10.345862,-0.30982533
Palazzo,39.799101,15.90748,-0.49009678
Palazzolo sull'Oglio,45.61888889,9.90111111,-0.39106756
Pallanzeno,46.04202073,8.259487152,-0.4157082
Pantano d'avio,46.178199,10.329159,-0.31108248
"Paterno' c,le",40.2333333,15.2333333,-0.5980458
Pedesina,46.08189,9.549444,-0.48663566
Pelos,46.5041667,12.4736111,-0.73544806
Penna,43.417645,11.723338,-0.44586486
Perreres,45.876066,7.624305,-0.25557405
Pescara,42.213736,13.913504,-0.30746007
Pian della rocca,43.978948,10.545703,-0.5108127
Piedimulera,46.02408493,8.258972168,-0.3595355
Pietraporzio,44.343724,7.035322,-0.32217494
Pieve vergonte,46.012976,8.260816,-0.5171383
Pizzone,41.672525,14.036415,-0.65824884
Pont st. martin,45.595361,7.794514,-0.48058584
Pont ventoux,45.141299,6.962786,-0.52831763
Ponte Vizzà,44.250215,9.679784,-0.5387933
Ponte gardena,46.597121,11.530879,-0.33997047
Ponte malon,46.5555556,12.4380556,-0.71637684
Ponte marm,46.376886,8.425713,-0.3868422
Pontecorvo,41.382916,13.686911,-0.4487508
"Poschiavino c,le",46.203898,10.133854,-0.46009356
Pracomune,46.5478079,11.0070771,-0.6246963
Prati vizze,46.85,11.3833333,-0.6562753
Predazzo,46.308814,11.599686,-0.2694975
Premesa,46.56662,11.56098,-0.27656135
Presenzano UP_PRESENZAN_1 - Presenzano (Domenico Cimarosa) Pumped Storage Power Plant Italy,41.380906,14.09146,-0.054324742
Provvidenza UP_PROVVIDEN_1,42.511133,13.410606,-0.6440333
Quart,45.740261,7.466604,-0.2912388
Quero,45.921807,11.9315,-0.35980946
Quincinetto,45.56296,7.807315,-0.2898895
Radicone Troina,37.829642,14.576644,-0.26481
Regoledo,46.135091,9.551643,-0.45750377
Resio,45.925692,10.250862,-0.40435392
Rio pusteria,46.8333333,11.6166667,-0.5723028
Rio riva,46.920333,11.954483,-0.4117733
Riva garda nuovo,45.883103,10.837735,-0.44232857
Roncovalgrande UP_RONCOVALG_1PS - Roncovalgrande Pumped Storage Power Plant Italy,46.067588,8.731877,-0.21353509
Rovesca,46.060376,8.114612,-0.29193842
"S,silvestro",46.149311,11.789193,-0.5148325
S. floriano UP_SFLORIANO_2,46.290466,11.245401,-0.47684425
S.fiorano,46.049856,10.351457,-0.05749624
S.massenza - Vezzano molveno UP_S MASS CL_1,46.067653,10.983605,-0.27007753
Sagittario nuovo,41.99383,13.803905,-0.35384795
Saint-Clair,45.7425728,7.6221486,-0.5459784
Salbertrand - Chiomonte,45.12167,6.979784,-0.5203476
Salisano,42.259328,12.745778,-0.5589551
Salsominore,44.643854,9.496569,-0.50310606
Sampeyre,44.579631,7.184521,-0.24533342
San Michele Caroso Borzonasca,44.42463,9.395171,-0.6319373
Sanfront,44.647034,7.321022,-0.3419895
Sarentino,46.64352,11.355774,-0.3348594
Satriano,38.666883,16.481205,-0.2942791
Saviner,46.43392,11.976792,-0.43795946
Seled glorenza SELED GLORENZA,46.6879187,10.5465492,-0.36263004
Sendren,45.775066,7.826612,-0.36460721
Signayes,45.73736,7.316601,-0.14492773
Sistema Alto Flumendosa Bau Muggeris Sa Teula,39.9622222,9.5055556,-0.34549117
Somplago UP_TAGLIAMENTO_1,46.343237,13.067161,-0.3586483
Sondrio UP_SONDRIO_1,46.173,9.8876,-0.3584102
Sorio nuova,45.44213,12.34014,-0.33155844
Sospirolo,46.1394444,12.0677778,-0.698817
Soverzene UP_SOVERZENE_1,46.201029,12.302334,-0.39172822
Sperando,44.027651,10.765107,-0.5286826
Spigno Monferrato,44.539551,8.338876,-0.3385828
Stanga,46.1111111,12.1002778,-0.6542441
Stazzona,46.203898,10.133854,-0.46009356
Storo,45.84924956,10.58022022,-0.2941011
Suio,41.240815,13.932818,-0.361928
Suviana,44.170457,11.088812,-0.6236176
Taio S.Giustina Mezzocorona UP_NOCE_1,46.326132,11.063244,-0.2839136
Taloro (Gusana - Cucchinadorza - Benzone) UP_TALORO1_1 - Tumuele Baddu Ozzana,40.127148,9.140644,-0.30351853
Tanagro,40.543612,15.44886,-0.45016006
Teglia,44.375151,9.878882,-0.34514228
Telessio - Eugio - Rosone,45.433313,7.417422,-0.59517044
Tirso,40.032651,8.896729,-0.41927803
Torbole UP_TORBOLE_1,45.882608,10.882742,-0.30830744
Tornavento,45.59677,8.754735,-0.4077959
Torrent,45.682972,8.708733,-0.4767899
Torrite,44.12125,10.404598,-0.53416187
Triano,42.360941,14.138007,-0.21327622
Tusciano,40.657211,15.02305,-0.30458286
UP_SGIACOMO_3,42.553001,13.556,-0.58327466
Val noana,46.149311,11.789193,-0.5148325
Valpelline UP_VALPELLIN_1,45.825196,7.333163,-0.4472954
Vaprio D'Adda,45.576941,9.535214,-0.0893368
Varzo,46.20668,8.252412,-0.45402762
Venamartello,42.769944,13.410185,-0.33105034
Venaus UP_VENAUS_1 (Venasco),45.161887,7.008396,-0.29081377
Verampio,46.210781,8.320614,-0.29832235
Verres,45.666562,7.689111,-0.32035625
Villa,41.961334,14.342717,-0.5134736
Villa rinaldi,46.0347222,12.6791667,-0.42015287
Vinadio,44.309025,7.176025,-0.43992418
"Vizzola t,",45.6317,8.6865,-0.63078934
Vobarno,45.640087,10.503473,-0.38283235
Volturno,41.625824,14.089016,-0.57590693
Zevio,45.372086,11.129292,-0.3582258
Zuino,45.712165,7.882814,-0.34634855
HC LUMBARDHI 1 2 Belaja DECANI,42.58880928,20.17900745,-0.6385552
Ujmani,42.940311,20.652053,0.118572116
Kegums hpp Kegums HPP - Kegums Hydroelectric Power Plant Latvia,56.7405,24.7113,0.034425538
Plavinas hpp Plavinas HPP - Plavinas Hydroelectric Power Plant Latvia,56.583,25.2394,-0.019654477
Riga HPP,56.94600412,24.10589218,-0.17907944
Kaunohe Kauno KHE------HA1 - Kaunas Hydroelectric Power Plant Lithuania,54.87414,24.0,0.093297884
Kruonis & extension Kruonio KHAE-----HA1 - Kruonis Pumped Storage Hydroelectric Power Plant Lithuania,54.797866,24.248169,-0.21912684
Hydropower Plant CHE-Costesti,47.8381,27.2246,-0.043616634
Hydropower Plant Dubasari,47.2778,29.123,0.13524516
HE Glava Zete,42.6,18.98,-0.6048674
Perucica Hydroelectric Power Plant Montenegro - Perucica Hydroelectric Power Plant Montenegro,42.6718,18.9951,-0.5040796
Piva_G1 - Piva (Mratinje) Hydroelectric Power Plant Montenegro,43.272999,18.841999,0.1284737
Globocica (Crn Drim) Hydroelectric Power Plant Macedonia,41.3371,20.6347,-0.25302753
Kalimantsi Hydroelectric Power Plant Macedonia - Kalimantsi Hydroelectric Power Plant Macedonia,41.97115,22.57809,-0.6171179
Kozjak Hydroelectric Power Plant Macedonia - Kozjak Hydroelectric Power Plant Macedonia,41.8792,21.1921,-0.2519982
Matka Hydroelectric Power Plant Macedonia - Matka Hydroelectric Power Plant Macedonia,41.9528,21.2982,-0.4900641
Raven Hydroelectric Power Plant Macedonia - Raven Hydroelectric Power Plant Macedonia,41.7791,20.8563,-0.4660968
Spilje Hydroelectric Power Plant Macedonia,41.4936,20.5054,-0.44618878
Sveta Peka Hydroelectric Power Plant Macedonia - Sveta Peka Hydroelectric Power Plant Macedonia,41.9249,21.2647,-0.3642916
TIKVES G1 - Tikves Hydroelectric Power Plant Macedonia,41.404999,21.936001,-0.54839474
VRUTOK G1 -  Mavrovo Vrutok Hydroelectric Power Plant Macedonia,41.771,20.84,-0.6307351
Vrben Hydroelectric Power Plant Macedonia - Vrben Hydroelectric Power Plant Macedonia,41.7166,20.7219,-0.5890808
Aall-Ulefoss,59.281502,9.253044,-0.29188395
Adamselv,70.409578,26.701878,-0.63491076
Alta krv,69.717916,23.795677,-0.68124056
Andåsfossen,65.822425,13.259879,-0.62184125
Askerudfoss,60.20311,10.342111,-0.32689142
Aunfoss,64.610022,12.578041,-0.34674367
Aura,62.664258,8.514969,-0.6561456
Aurland I,60.8525,7.300704,-0.43051416
Aurland II H,60.805201,7.377305,-0.51302
Aurland II L,60.804331,7.378572,-0.44923544
Aurland III,60.798131,7.571407,-0.60635453
Aurland IV (Vangen),60.901828,7.178971,-0.5333813
Aurland V (Reppa),60.804002,7.35285,-0.3048981
Bagn,60.827132,9.548789,-0.65391886
Bardufoss,69.043788,18.589681,-0.5300107
Befring,61.609102,6.635326,-0.50526893
Begna,60.202559,10.249582,-0.55314654
Bele,63.017618,8.527644,-0.66424894
Bergerfoss,60.227748,10.376135,-0.3310406
Bergsbotn,69.433207,17.483038,-0.23271523
Bergselva,69.299368,19.985893,-0.4466286
Bergstø,59.906073,6.497474,-0.527831
Berild,62.447595,7.487445,-0.5618169
Berlifoss,58.945844,8.482479,-0.54898214
Bingsfoss,59.989971,11.264708,-0.34637538
Bjelland,58.405782,7.523531,-0.6650151
Bjerka,66.062707,13.997822,-0.59659314
Bjordalen,59.674243,8.558921,-0.5620578
Bjølvo,60.440065,6.406111,-0.63302654
Bjørdal,62.134077,6.298791,-0.5956959
Bjørgelva,69.144622,17.945353,-0.40510735
Bjørkåsen,68.327861,16.786002,-0.6615966
Bjørndalen,61.821713,5.799066,-0.42716748
Bjørndalselva,61.5096,6.287082,-0.5314543
Blådalselva,60.764629,5.385733,-0.5563114
Blåfalli III H,59.874602,6.073856,-0.63886166
Blåfalli III L,59.874725,6.074131,-0.632361
Blåfalli IV,59.930933,6.197613,-0.5259543
Blåfalli V,59.919097,6.187562,-0.464671
Blåfalli Vik,59.844023,5.994117,-0.5886112
Boen Foss,58.245048,8.1401,-0.15193252
Bogna,64.228736,12.025878,-0.61857307
Borgund,61.061044,7.822617,-0.5822921
Borregaard,59.276365,11.129869,-0.17505966
Braskereidfoss,60.706254,11.791752,-0.11143197
Bratsberg,63.357887,10.447937,-0.69816387
Brattingfoss,64.046234,11.082015,-0.6119402
Brattset,62.802952,10.017076,-0.6816413
Breiava,59.159053,6.612866,-0.5058678
Breivikelva,67.054756,14.478863,-0.5493885
Brokke,59.12481,7.5063,-0.64372224
Brulandsfoss,61.435682,5.915368,-0.27732167
Brødbølfoss,60.033452,12.371142,-0.61482143
Byafossen,64.038142,11.552689,-0.40199962
Byrkjelo,61.733639,6.508575,-0.43631104
Byrte,59.496878,7.829058,-0.5818229
Båtsvatn,68.090128,17.716649,-0.39409968
Bøhnsdalen,60.286995,11.194128,-0.4508185
Bøylefoss,58.596229,8.716276,-0.28029454
Daja,67.082708,16.055171,-0.60241866
Dale (Volda),62.063379,5.926892,-0.5653537
Dale II,60.581955,5.823857,-0.6208411
Dalelva,60.12831,6.233554,-0.3580443
Dalsfos,58.96678,9.313175,-0.5115142
Dalvatn,59.690494,6.570213,-0.46345302
Dauremål,61.829094,5.78213,-0.34253445
Deveggåe,60.251962,8.83648,-0.5543306
Dittielva,68.656321,18.784474,-0.53670603
Dividalen,68.875556,19.560557,-0.61420643
Djupdal,59.939501,9.339152,-0.39864984
Dokka,60.810641,10.135008,-0.26470914
Dokkelva,62.679671,8.137279,-0.6983544
Dragefossen,67.023919,15.321611,-0.5867743
Driva,62.627288,8.893746,-0.6704273
Duge,59.128899,6.892177,-0.21736054
Duvedalen,60.960885,5.48906,-0.6106704
Dversetelva,67.161093,15.405711,-0.49923056
Dynjanfoss,58.951934,8.394045,-0.49538252
Dyrdalselva,61.116097,6.01307,-0.5902237
Dyrnesli,61.204094,5.811217,-0.39482543
Døla,63.951327,11.65664,-0.671487
Døvikfoss,59.885624,9.909036,-0.33092877
Egge,61.683966,6.521126,-0.6119129
Eid,60.720717,9.713376,-0.34296048
Eidefossen,61.8037,9.303697,-0.4176232
Eidsdal,62.225603,7.143688,-0.61809534
Eidsfoss,59.297123,9.219933,-0.4268294
Eidsfossen,61.756715,6.245702,-0.29278058
Eikelandsosen,60.255341,5.74083,-0.69045305
Einunna,62.231331,10.342027,-0.42794982
Eiriksdal,61.238651,6.159359,-0.44324642
Ekkjestølen,59.791456,6.767096,-0.60645497
Eldao,61.46122,7.03845,-0.5115326
Eldrevatn,61.01993,8.127023,-0.57215625
Ellenelva,69.380694,19.644744,-0.48761767
Embretsfoss,59.902164,9.925332,-0.44744498
Engeset,62.264103,6.860074,-0.6108757
Evanger,60.662252,6.118739,-0.7307953
Evenstad,58.543204,8.673748,-0.29128385
Fagerli,67.116045,16.067266,-0.5846126
Fagervollan,66.375658,13.657311,-0.40074527
Fall,60.678333,10.352728,-0.59592044
Faslefoss,60.958423,9.300065,-0.6271217
Fausa II,62.357548,6.894803,-0.262586
Fellesanlegget Kykkelsrud-Fossumfoss,59.579898,11.100725,-0.054066774
Finndøla,59.187073,8.039687,-0.60489726
Finså,58.65991,6.698752,-0.52739686
Fiskløysa,64.465473,14.03276,-0.54726565
Fivelandselva,59.674717,6.418735,-0.62552226
Fjellet,59.400865,9.550383,-0.5693263
Fjelna,63.199304,9.006507,-0.63618165
Fjone,59.21679,8.451892,-0.45898476
Fjæremsfoss,63.321965,10.436126,-0.5362572
Flatenfoss 2,58.629922,8.688104,-0.12371318
Ponte annibale,41.099714,14.220126,-0.42623287
Brunstad,62.284418,6.67713,-0.610669
Bruvollelva,64.266277,12.294282,-0.62138885
Flatenfoss 3,58.629862,8.687982,-0.09024518
Flittig,59.323002,9.53647,-0.61083156
Flørli,59.010982,6.445127,-0.16681324
Follafoss,63.986371,11.094741,-0.692563
Follsjå,59.659779,9.213667,-0.63108367
Forneselva,69.596644,19.903016,-0.17568201
Forsanvatn,67.950665,15.654038,-0.53453684
Forsland,66.074163,13.047689,-0.08845652
Forså,66.951346,14.2253,-0.33276334
Fossan,63.027127,11.70028,-0.6185989
Fossbråten,60.976724,9.295138,-0.59772646
Fossheim,61.579621,6.502653,-0.6482778
Fossmark,58.976905,6.24297,-0.60430354
Framruste,61.937434,7.886853,-0.4923205
Fritzøe,59.052673,10.018279,-0.36096305
Frøland,60.384643,5.806852,-0.5210359
Frøystul,59.824603,8.345011,-0.61213195
Funna,63.440244,11.742539,-0.68589914
Funnefoss,60.167127,11.529376,-0.403329
Furegardane,60.636372,6.17251,-0.45203575
Furset,62.282863,6.884733,-0.5756999
Fykanvannet,66.796795,14.000749,-0.23696566
Gamlebrofoss,59.657714,9.651615,-0.27974972
Gandvik,70.014732,29.115253,-0.4633211
Gaudøla,62.685993,8.416823,-0.59541506
Gaula,62.802846,11.370119,-0.4831541
Gausbu,59.367561,7.892581,-0.6510808
Gausvik I,68.608998,16.493108,-0.60125196
Geithusfoss,59.928859,9.963443,-0.40456796
Geitåni,60.649557,6.007385,-0.49262524
Gire,60.501992,9.136954,-0.6542548
Gisnafallet,62.694766,9.941145,-0.5834
Gjerdsvika,62.256071,5.583926,-0.5300825
Gjesdal,61.487222,6.120527,-0.55550236
Gjetingsdalen,60.138493,6.240125,-0.61470604
Gjuva,60.929668,8.422985,-0.55460215
Gjønaelva,60.260097,5.865826,-0.6290404
Glomfjord,66.796875,14.000939,-0.2480904
Gosland,60.608276,6.344046,-0.5672739
Govddesåga,66.923648,14.393596,-0.71230257
Grana,62.915995,9.680167,-0.650532
Gravfoss I,59.931023,9.945466,-0.39755595
Gravfoss II,59.929421,9.946417,-0.39014062
Gresslifoss,63.053018,11.489542,-0.5700191
Grunnåi,59.517958,8.671041,-0.6616454
Grytendal,65.184825,12.798047,-0.58891165
